,Price(last excuted),Buy executed,Buy Wt Price,Sell executed,Sell Wt Price,Total executed,Total Wt Price,Strength,Open,High,Low
2018-05-04 09:00:09,2.214022140221388,-13.813209197579011,2.583025830258308,-9.310229952487472,2.3900579195665297,-9.299214892256792,2.3921718090420256,0.011075949367088608,2.583025830258308,2.583025830258308,2.214022140221388
2018-05-04 09:00:10,2.214022140221388,0.0,2.583025830258308,0.0,2.3900579195665297,0.0,2.3921718090420256,0.0,2.583025830258308,2.583025830258308,2.214022140221388
2018-05-04 09:00:11,1.4760147601476064,0.0,2.583025830258308,-9.223878075620668,1.6452530272762969,-9.223878075620668,1.6452530272762969,0.0,2.583025830258308,2.583025830258308,1.4760147601476064
2018-05-04 09:00:12,1.4760147601476064,0.0,2.583025830258308,0.0,1.6452530272762969,0.0,1.6452530272762969,0.0,2.583025830258308,2.583025830258308,1.4760147601476064
2018-05-04 09:00:13,1.4760147601476064,0.0,2.583025830258308,-10.055336871978128,1.4760147601476064,-10.055336871978128,1.4760147601476064,0.0,2.583025830258308,2.583025830258308,1.4760147601476064
2018-05-04 09:00:14,1.4760147601476064,0.0,2.583025830258308,0.0,1.4760147601476064,0.0,1.4760147601476064,0.0,2.583025830258308,2.583025830258308,1.4760147601476064
2018-05-04 09:00:15,1.4760147601476064,0.0,2.583025830258308,-11.153949160646237,1.4760147601476064,-11.153949160646237,1.4760147601476064,0.0,2.583025830258308,2.583025830258308,1.4760147601476064
2018-05-04 09:00:16,1.4760147601476064,0.0,2.583025830258308,0.0,1.4760147601476064,0.0,1.4760147601476064,0.0,2.583025830258308,2.583025830258308,1.4760147601476064
2018-05-04 09:00:17,1.1070110701107012,0.0,2.583025830258308,-11.153949160646237,1.1070110701107012,-11.153949160646237,1.1070110701107012,0.0,2.583025830258308,2.583025830258308,1.1070110701107012
2018-05-04 09:00:18,2.583025830258308,-12.12153318690794,2.2043115167993648,0.0,1.1070110701107012,-12.12153318690794,2.2043115167993648,0.0,2.583025830258308,2.583025830258308,1.1070110701107012
2018-05-04 09:00:19,0.9225092250922556,0.0,2.2043115167993648,-13.274212696846329,0.9225092250922556,-13.274212696846329,0.9225092250922556,0.0,2.583025830258308,2.583025830258308,0.9225092250922556
2018-05-04 09:00:20,1.1070110701107012,-10.566162495744118,1.1070110701107012,0.0,0.9225092250922556,-10.566162495744118,1.1070110701107012,0.0,2.583025830258308,2.583025830258308,0.9225092250922556
2018-05-04 09:00:21,0.9225092250922556,-13.274212696846329,0.9225092250922556,0.0,0.9225092250922556,-13.274212696846329,0.9225092250922556,0.0,2.583025830258308,2.583025830258308,0.9225092250922556
2018-05-04 09:00:22,0.7380073800737961,-12.763387073080336,0.9225092250922556,-11.569464604607901,0.7380073800737961,-11.304772050380821,0.7809147858920369,0.30303030303030304,2.583025830258308,2.583025830258308,0.7380073800737961
2018-05-04 09:00:23,0.5535055350553506,0.0,0.9225092250922556,-11.584732076738689,0.5535055350553506,-11.584732076738689,0.5535055350553506,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:24,0.5535055350553506,0.0,0.9225092250922556,0.0,0.5535055350553506,0.0,0.5535055350553506,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:25,0.5535055350553506,0.0,0.9225092250922556,0.0,0.5535055350553506,0.0,0.5535055350553506,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:26,0.5535055350553506,0.0,0.9225092250922556,0.0,0.5535055350553506,0.0,0.5535055350553506,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:27,0.7380073800737961,0.0,0.9225092250922556,-11.058638980841913,0.7380073800737961,-11.058638980841913,0.7380073800737961,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:28,0.9225092250922556,-12.09555770050468,0.9225092250922556,0.0,0.7380073800737961,-12.09555770050468,0.9225092250922556,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:29,0.9225092250922556,-10.861279546683416,0.9225092250922556,-14.660507057966216,0.9225092250922556,-10.839138420806202,0.9225092250922556,44.66666666666666,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:30,1.1070110701107012,-13.456534253640282,1.1070110701107012,0.0,0.9225092250922556,-13.456534253640282,1.1070110701107012,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:31,2.214022140221388,-13.561894769298108,1.968019680196804,0.0,0.9225092250922556,-13.561894769298108,1.968019680196804,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:32,2.214022140221388,0.0,1.968019680196804,0.0,0.9225092250922556,0.0,1.968019680196804,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:33,2.214022140221388,0.0,1.968019680196804,0.0,0.9225092250922556,0.0,1.968019680196804,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:34,2.214022140221388,0.0,1.968019680196804,0.0,0.9225092250922556,0.0,1.968019680196804,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:35,2.214022140221388,0.0,1.968019680196804,0.0,0.9225092250922556,0.0,1.968019680196804,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:36,2.214022140221388,0.0,1.968019680196804,0.0,0.9225092250922556,0.0,1.968019680196804,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:37,1.4760147601476064,-9.544511248212137,1.4760147601476064,0.0,0.9225092250922556,-9.544511248212137,1.4760147601476064,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
2018-05-04 09:00:38,1.4760147601476064,0.0,1.4760147601476064,0.0,0.9225092250922556,0.0,1.4760147601476064,0.0,2.583025830258308,2.583025830258308,0.5535055350553506
