,Price(last excuted),Buy executed,Buy Wt Price,Sell executed,Sell Wt Price,Total executed,Total Wt Price,Strength,Open,High,Low
2018-04-06 09:00:16,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:17,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:18,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:19,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:20,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:21,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:22,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:23,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:24,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:25,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:26,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:27,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:28,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:29,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:30,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:31,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:32,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:33,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:34,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:35,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:36,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:37,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:38,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:39,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:40,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:41,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:42,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:43,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:44,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:45,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
2018-04-06 09:00:46,-4.166666666666656,0.0,0.0,0,0,0.0,0.0,0,-4.166666666666656,-4.166666666666656,-4.166666666666656
